Brand,Nume,Pret_Nou,Pret_vechi,Marime,Gen,Data
CHAMPION,CHAMPION Pantofi sport GRANT V1,"180,00","180,00",41,barbati,2019-10-28 18:57:53.443004

CHAMPION,CHAMPION Pantofi sport GRANT V1,"180,00","180,00",42,barbati,2019-10-28 18:57:54.978944

CHAMPION,CHAMPION Pantofi sport GRIFF,"167,99","280,00",41,barbati,2019-10-28 18:57:56.450095

CHAMPION,CHAMPION Pantofi sport GRIFF,"167,99","280,00",42,barbati,2019-10-28 18:57:57.828190

ADIDAS,ADIDAS Pantofi sport HARDEN B/E 2,"341,99","360,00",44 2/3,barbati,2019-10-28 18:57:59.604420

ELLESSE,ELLESSE Pantofi sport HAUL 10.WHITE/NAVY/JEANS,"82,65","95,00",45,barbati,2019-10-28 18:58:00.977756

ELLESSE,ELLESSE Pantofi sport HEFF,"161,49","190,00",44,barbati,2019-10-28 18:58:02.421419

REEBOK,REEBOK Pantofi sport HEXAFFECT RUN LE,"174,00","174,00",42,barbati,2019-10-28 18:58:03.876712

ELLESSE,ELLESSE Pantofi sport HITCH,"120,00","199,99",44,barbati,2019-10-28 18:58:05.466793

ELLESSE,ELLESSE Pantofi sport HITCH,"139,99","199,99",44,barbati,2019-10-28 18:58:07.058577

ELLESSE,ELLESSE Pantofi sport HOLMS,"86,25","115,00",44,barbati,2019-10-28 18:58:08.630013

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0,"167,00","167,00",41 1/3,barbati,2019-10-28 18:58:10.861107

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"245,00","349,99",40,barbati,2019-10-28 18:58:12.321192

ADIDAS,ADIDAS Pantofi sport HOOPS VS MID,"175,20","240,00",44,barbati,2019-10-28 18:58:14.205226

ELLESSE,ELLESSE Pantofi sport HUSH,"123,20","154,00",46,barbati,2019-10-28 18:58:15.644209

ELLESSE,ELLESSE Pantofi sport HYPE NYLON DEEP,"124,20","138,00",44,barbati,2019-10-28 18:58:17.173914

CHAMPION,CHAMPION Pantofi sport JACK,"104,49","190,00",41,barbati,2019-10-28 18:58:18.622565

CHAMPION,CHAMPION Pantofi sport JACK,"104,49","190,00",41,barbati,2019-10-28 18:58:20.152433

CHAMPION,CHAMPION Pantofi sport JARROD,"319,99","319,99",41,barbati,2019-10-28 18:58:21.664928

CHAMPION,CHAMPION Pantofi sport JARROD,"319,99","319,99",41,barbati,2019-10-28 18:58:23.269195

KRONOS,KRONOS Pantofi sport JOE,"84,50","130,00",41,barbati,2019-10-28 18:58:25.444734

KRONOS,KRONOS Pantofi sport JOE,"84,50","130,00",41,barbati,2019-10-28 18:58:26.977527

SLAZENGER,SLAZENGER Pantofi sport JOLLY,"93,50","169,99",40,barbati,2019-10-28 18:58:28.468296

SLAZENGER,SLAZENGER Pantofi sport JOLLY,"93,50","169,99",40,barbati,2019-10-28 18:58:30.024554

ELLESSE,ELLESSE Pantofi sport JONES,"82,11","119,00",44,barbati,2019-10-28 18:58:34.559645

ELLESSE,ELLESSE Pantofi sport JONES,"88,20","126,00",44,barbati,2019-10-28 18:58:36.219654

ELLESSE,ELLESSE Pantofi sport JONES,"100,80","168,00",44,barbati,2019-10-28 18:58:37.820062

NIKE,NIKE Pantofi sport AIR MAX VISION PRM,"306,00","339,99",44,2019-10-28 18:10:54.450051

NIKE,NIKE Pantofi sport AIR MAX VISION SE,"339,99","339,99",40.5,2019-10-28 18:10:54.450051

NIKE,NIKE Pantofi sport AIR RELENTLESS 5,"183,75","245,00",43,2019-10-28 18:10:54.450051

NIKE,NIKE Pantofi sport AIR ZOOM PEGASUS 36 TRAIL,"389,99","599,99",41,2019-10-28 18:10:54.450051

ELLESSE,ELLESSE Pantofi sport JONES,"239,99","239,99",44,barbati,2019-10-28 18:58:39.550681

LOTTO,LOTTO Pantofi sport KABIS,"91,20","114,00",45,barbati,2019-10-28 18:58:41.437643

LOTTO,LOTTO Pantofi sport KABIS,"95,00","95,00",45,barbati,2019-10-28 18:58:43.276374

ADIDAS,ADIDAS Pantofi sport KANADIA 7 TR GTX,"257,60","322,00",42,barbati,2019-10-28 18:58:45.084675

ADIDAS,ADIDAS Pantofi sport KANADIA 7 TR GTX,"285,60","336,00",42,barbati,2019-10-28 18:58:46.550857

ADIDAS,ADIDAS Pantofi sport KANADIA 8.1 TR M,"243,11","286,00",42,barbati,2019-10-28 18:58:48.250022

NIKE,NIKE Pantofi sport KAWA SHOWER,"59,39","66,00",40,barbati,2019-10-28 18:58:49.700287

ELLESSE,ELLESSE Pantofi sport KEEN 02.GREY/NAVY/RED,"99,01","110,00",45,barbati,2019-10-28 18:58:51.704177

ELLESSE,ELLESSE Pantofi sport KEEN 03.NAVY/ORANGE,"99,01","110,00",44,barbati,2019-10-28 18:58:53.547974

CHAMPION,CHAMPION Pantofi sport KEOPS,"115,00","115,00",40,barbati,2019-10-28 18:58:55.100099

CHAMPION,CHAMPION Pantofi sport KEOPS,"115,00","115,00",40,barbati,2019-10-28 18:58:56.763966

NIKE,NIKE Pantofi sport KOBE AD,"426,79","485,00",40.5,barbati,2019-10-28 18:58:58.233857

NIKE,NIKE Pantofi sport KOBE XI ELITE LOW BHM,"569,61","640,01",44.5,barbati,2019-10-28 18:58:59.766102

KRONOS,KRONOS Pantofi sport KOMER,"84,50","130,00",41,barbati,2019-10-28 18:59:01.338933

KRONOS,KRONOS Pantofi sport KOMER,"84,50","130,00",41,barbati,2019-10-28 18:59:03.269569

ELLESSE,ELLESSE Pantofi sport LARIS,"85,50","95,00",44,barbati,2019-10-28 18:59:04.795318

HELLY HANSEN,HELLY HANSEN Pantofi sport LATITUDE 92,"204,41","292,00",44.5,barbati,2019-10-28 18:59:06.720762

HELLY HANSEN,HELLY HANSEN Pantofi sport LATITUDE 92,"175,20","292,00",44,barbati,2019-10-28 18:59:08.357016

SERGIO TACCHINI,SERGIO TACCHINI Pantofi sport LE MANS,"131,99","239,99",41,barbati,2019-10-28 18:59:09.834604

SERGIO TACCHINI,SERGIO TACCHINI Pantofi sport LE MANS,"132,60","156,00",45,barbati,2019-10-28 18:59:11.365006

SERGIO TACCHINI,SERGIO TACCHINI Pantofi sport LE MANS  01.BLACK,"123,90","177,00",44,barbati,2019-10-28 18:59:12.836796

LOTTO,LOTTO Pantofi sport LECCO 2,"120,00","199,99",45,barbati,2019-10-28 18:59:14.296027

LOTTO,LOTTO Pantofi sport LECCO 2,"120,00","199,99",45,barbati,2019-10-28 18:59:15.861208

LOTTO,LOTTO Pantofi sport LECCO LOW,"116,99","179,99",45,barbati,2019-10-28 18:59:17.439333

LOTTO,LOTTO Pantofi sport LECCO LOW,"116,99","179,99",45,barbati,2019-10-28 18:59:18.973403

CHAMPION,CHAMPION Pantofi sport LEGACY  90,"95,55","147,00",43,barbati,2019-10-28 18:59:20.469128

CHAMPION,CHAMPION Pantofi sport LEGACY  90,"95,55","147,00",44,barbati,2019-10-28 18:59:22.139243

CHAMPION,CHAMPION Pantofi sport LEGACY  90,"95,55","147,00",40,barbati,2019-10-28 18:59:24.105240

CHAMPION,CHAMPION Pantofi sport LEGACY  90,"89,05","168,00",44,barbati,2019-10-28 18:59:25.584667

CHAMPION,CHAMPION Pantofi sport LEGACY  90,"100,00","100,00",40,barbati,2019-10-28 18:59:27.274988

CHAMPION,CHAMPION Pantofi sport LEGACY 91,"87,79","114,00",44,barbati,2019-10-28 18:59:28.787633

CHAMPION,CHAMPION Pantofi sport LEGACY V2,"91,31","110,00",41,barbati,2019-10-28 18:59:30.246712

CHAMPION,CHAMPION Pantofi sport LEX,"110,00","110,00",40,barbati,2019-10-28 18:59:32.459074

CHAMPION,CHAMPION Pantofi sport LEX,"94,61","110,00",41,barbati,2019-10-28 18:59:34.416961

ADIDAS,ADIDAS Pantofi sport LIGRA 5,"161,99","161,99",42 2/3,barbati,2019-10-28 18:59:36.476988

ADIDAS,ADIDAS Pantofi sport LIGRA 5,"170,10","189,00",41 1/3,barbati,2019-10-28 18:59:38.435155

ADIDAS,ADIDAS Pantofi sport LITE RACER,"299,99","299,99",39 1/3,barbati,2019-10-28 18:59:40.247499

ADIDAS,ADIDAS Pantofi sport LITE RACER BYD,"217,57","259,00",44,barbati,2019-10-28 18:59:42.236613

CHAMPION,CHAMPION Pantofi sport LOOP,"80,00","80,00",41,barbati,2019-10-28 18:59:43.937699

CHAMPION,CHAMPION Pantofi sport LOOP,"190,00","190,00",40,barbati,2019-10-28 18:59:45.810530

CHAMPION,CHAMPION Pantofi sport LOOP,"190,00","190,00",40,barbati,2019-10-28 18:59:47.391705

NIKE,NIKE Pantofi sport MACH RUNNER,"196,00","196,00",41,barbati,2019-10-28 18:59:48.795138

NIKE,NIKE Pantofi sport MACH RUNNER,"196,00","196,00",41,barbati,2019-10-28 18:59:50.485152

ADIDAS,ADIDAS Pantofi sport MAD BOUNCE,"288,96","336,00",46 2/3,barbati,2019-10-28 18:59:52.121532

CHAMPION,CHAMPION Pantofi sport MADO,"111,21","139,00",44,barbati,2019-10-28 18:59:53.697219

NIKE,NIKE Pantofi sport MD RUNNER 2 19,"195,01","195,01",42,barbati,2019-10-28 19:00:02.426225

NIKE,NIKE Pantofi sport MD RUNNER 2 19,"195,01","195,01",41,barbati,2019-10-28 19:00:04.104010

NIKE,NIKE Pantofi sport MD RUNNER 2 19,"195,01","195,01",42,barbati,2019-10-28 19:00:05.813389

ADIDAS,ADIDAS Pantofi sport MESSI 15.3 TF,"198,00","198,00",44 2/3,barbati,2019-10-28 19:00:07.593473

ELLESSE,ELLESSE Pantofi sport MICHELE LOW,"101,99","169,99",44,barbati,2019-10-28 19:00:09.374924

SERGIO TACCHINI,SERGIO TACCHINI Pantofi sport MILLER  52.TAUPE,"123,90","177,00",40,barbati,2019-10-28 19:00:11.129651

SERGIO TACCHINI,SERGIO TACCHINI Pantofi sport MILLER 54.NAVY,"122,13","177,00",43,barbati,2019-10-28 19:00:12.793903

CHAMPION,CHAMPION Pantofi sport MILWAUKEE  001.DEEP,"95,00","95,00",44,barbati,2019-10-28 19:00:14.344722

CHAMPION,CHAMPION Pantofi sport MOBI MESH,"90,00","90,00",44,barbati,2019-10-28 19:00:16.142830

CHAMPION,CHAMPION Pantofi sport MOBI PU,"103,99","130,00",42,barbati,2019-10-28 19:00:17.850202

CHAMPION,CHAMPION Pantofi sport MONTY,"114,66","147,00",45,barbati,2019-10-28 19:00:19.562117

ELLESSE,ELLESSE Pantofi sport MORGAN,"75,99","95,00",45,barbati,2019-10-28 19:00:21.258509

CHAMPION,CHAMPION Pantofi sport MUSE,"106,79","119,99",44,barbati,2019-10-28 19:00:22.874607

CHAMPION,CHAMPION Pantofi sport MUSE 2,"101,50","175,00",44,barbati,2019-10-28 19:00:24.430796

CHAMPION,CHAMPION Pantofi sport MVP,"126,00","140,00",42,barbati,2019-10-28 19:00:26.025538

ELLESSE,ELLESSE Pantofi sport NAOT,"99,75","132,99",44,barbati,2019-10-28 19:00:27.902920

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE,"251,99","360,00",44,barbati,2019-10-28 19:00:29.416335

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE,"183,59","216,00",44,barbati,2019-10-28 19:00:31.167649

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE,"540,00","600,00",44,barbati,2019-10-28 19:00:33.084855

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE  M MLAZARM,"215,38","242,00",42.5,barbati,2019-10-28 19:00:34.754484

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M,"446,39","480,00",42,barbati,2019-10-28 19:00:36.218574

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M,"270,31","318,00",41.5,barbati,2019-10-28 19:00:38.254289

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M,"289,10","413,00",42,barbati,2019-10-28 19:00:40.070157

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M,"285,60","357,00",40.5,barbati,2019-10-28 19:00:41.676811

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 1080,"379,44","408,00",41.5,barbati,2019-10-28 19:00:43.302536

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 220,"187,20","208,00",41.5,barbati,2019-10-28 19:00:45.189619

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"175,50","195,01",40,barbati,2019-10-28 19:00:46.911552

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"185,40","206,00",42,barbati,2019-10-28 19:00:48.685768

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"195,01","195,01",40,barbati,2019-10-28 19:00:50.449474

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"181,00","181,00",41.5,barbati,2019-10-28 19:00:52.139088

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"175,50","195,01",41.5,barbati,2019-10-28 19:00:54.553307

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"187,00","339,99",40,barbati,2019-10-28 19:00:56.806206

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"204,00","339,99",42,barbati,2019-10-28 19:00:59.247286

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"204,00","339,99",41.5,barbati,2019-10-28 19:01:02.208148

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"210,00","349,99",40,barbati,2019-10-28 19:01:03.970576

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 373,"210,00","349,99",40,barbati,2019-10-28 19:01:05.571535

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 500,"175,50","195,01",40,barbati,2019-10-28 19:01:06.941823

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 500,"192,49","349,99",40,barbati,2019-10-28 19:01:08.383029

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 500,"192,49","349,99",40,barbati,2019-10-28 19:01:10.340375

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 500,"192,49","349,99",40,barbati,2019-10-28 19:01:12.062591

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 515,"210,00","349,99",40,barbati,2019-10-28 19:01:13.806146

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 520,"224,46","258,00",44,barbati,2019-10-28 19:01:15.437973

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"233,99","389,99",40,barbati,2019-10-28 19:01:17.238844

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"233,99","389,99",40,barbati,2019-10-28 19:01:18.867119

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"222,70","262,00",40.5,barbati,2019-10-28 19:01:20.350424

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"233,99","389,99",43,barbati,2019-10-28 19:01:22.107421

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"222,99","222,99",42,barbati,2019-10-28 19:01:23.560377

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"246,00","246,00",40,barbati,2019-10-28 19:01:25.086802

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"246,00","246,00",40,barbati,2019-10-28 19:01:30.854563

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"244,79","272,00",40,barbati,2019-10-28 19:01:32.265553

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"227,99","379,99",42,barbati,2019-10-28 19:01:34.425276

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"227,99","379,99",42,barbati,2019-10-28 19:01:35.933883

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"227,99","379,99",42,barbati,2019-10-28 19:01:37.709858

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"251,99","419,99",40.5,barbati,2019-10-28 19:01:39.431281

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"227,49","349,99",41.5,barbati,2019-10-28 19:01:40.969259

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"227,49","349,99",40,barbati,2019-10-28 19:01:42.443631

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 574,"257,99","429,99",40,barbati,2019-10-28 19:01:43.917267

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 680,"240,00","399,99",41.5,barbati,2019-10-28 19:01:45.363293

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 754,"341,99","569,99",40.5,barbati,2019-10-28 19:01:47.038141

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 880,"315,90","351,00",41.5,barbati,2019-10-28 19:01:48.457281

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"216,00","240,00",40.5,barbati,2019-10-28 19:01:50.236671

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"419,99","419,99",42,barbati,2019-10-28 19:01:51.650505

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"251,99","419,99",41.5,barbati,2019-10-28 19:01:53.215222

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"251,99","419,99",42,barbati,2019-10-28 19:01:54.852758

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"251,99","419,99",40,barbati,2019-10-28 19:01:56.455348

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M 997,"287,99","479,99",40,barbati,2019-10-28 19:01:58.398930

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M FUELCELL,"300,00","499,99",41.5,barbati,2019-10-28 19:02:01.050111

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M MSTROL,"202,54","247,00",41.5,barbati,2019-10-28 19:02:02.776327

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE M TRAIL,"216,00","359,99",41.5,barbati,2019-10-28 19:02:04.306121

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE MCRUZ,"222,29","247,00",40,barbati,2019-10-28 19:02:05.730745

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE MCRUZ,"222,29","247,00",40,barbati,2019-10-28 19:02:07.259588

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE MFLSHL,"191,99","191,99",40,barbati,2019-10-28 19:02:08.735023

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE MSYNLF1,"254,54","286,00",41.5,barbati,2019-10-28 19:02:10.221181

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"167,67","207,00",43,barbati,2019-10-28 19:02:12.227153

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"220,15","259,00",44.5,barbati,2019-10-28 19:02:13.640481

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"240,00","240,00",41.5,barbati,2019-10-28 19:02:15.239330

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE U 520,"218,00","218,00",43,barbati,2019-10-28 19:02:17.223475

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE U 520,"210,61","234,00",41.5,barbati,2019-10-28 19:02:18.666324

CHAMPION,CHAMPION Pantofi sport NEW RATTLE,"89,11","110,00",40,barbati,2019-10-28 19:02:20.215287

CHAMPION,CHAMPION Pantofi sport NEW VAULT,"180,00","180,00",41,barbati,2019-10-28 19:02:21.853321

CHAMPION,CHAMPION Pantofi sport NEW VAULT,"180,00","180,00",41,barbati,2019-10-28 19:02:23.474400

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM220,"175,50","195,01",40,barbati,2019-10-28 19:02:25.160195

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM500,"161,98","182,00",40,barbati,2019-10-28 19:02:26.655668

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM500,"182,00","182,00",40,barbati,2019-10-28 19:02:28.356969

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM574,"238,00","238,00",40,barbati,2019-10-28 19:02:29.868620

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM574,"240,00","240,00",40,barbati,2019-10-28 19:02:31.396789

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEM997,"197,54","238,00",41.5,barbati,2019-10-28 19:02:33.238419

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEMOLVR,"15,40","19,00",42,barbati,2019-10-28 19:02:34.894905

NIKE,NIKE Pantofi sport NIKE AIR HEIGHTS,"240,50","369,99",41,barbati,2019-10-28 19:02:36.421259

NIKE,NIKE Pantofi sport NIKE AIR HEIGHTS,"240,50","369,99",41,barbati,2019-10-28 19:02:37.854634

NIKE,NIKE Pantofi sport NIKE AIR MAX 90 PREMIUM JCRD,"414,00","414,00",40,barbati,2019-10-28 19:02:39.509139

NIKE,NIKE Pantofi sport NIKE AIR MAX 90 ULTRA 2.0 BR,"390,00","390,00",41,barbati,2019-10-28 19:02:40.975327

NIKE,NIKE Pantofi sport NIKE AIR MAX 90 ULTRA 2.0 BR,"390,00","390,00",43,barbati,2019-10-28 19:02:42.526981

NIKE,NIKE Pantofi sport NIKE AIR MAX ADVANTAGE 2,"234,00","234,00",41,barbati,2019-10-28 19:02:44.043618

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA SAVAGE,"305,50","469,99",41,barbati,2019-10-28 19:02:45.510024

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA TRAINER,"234,00","234,00",41,barbati,2019-10-28 19:02:46.866864

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA TRAINER,"234,00","234,00",40,barbati,2019-10-28 19:02:52.018012

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA TRAINER,"389,99","389,99",40,barbati,2019-10-28 19:02:53.405422

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA TRAINER 2,"240,50","369,99",40,barbati,2019-10-28 19:02:55.251231

NIKE,NIKE Pantofi sport NIKE AIR MAX ALPHA TRAINER 2,"240,50","369,99",40,barbati,2019-10-28 19:02:56.738374

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS,"297,00","330,00",44,barbati,2019-10-28 19:02:58.939350

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS,"274,68","327,00",41,barbati,2019-10-28 19:03:03.932065

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS,"277,20","330,00",40,barbati,2019-10-28 19:03:05.378407

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS,"549,99","549,99",40,barbati,2019-10-28 19:03:06.863783

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS PREM,"307,00","307,00",40.5,barbati,2019-10-28 19:03:08.554793

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS PREM,"549,99","549,99",42,barbati,2019-10-28 19:03:10.049597

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND LEATHER,"599,99","599,99",41,barbati,2019-10-28 19:03:11.956721

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND LEATHER,"391,00","391,00",41,barbati,2019-10-28 19:03:13.467349

NIKE,NIKE Pantofi sport NIKE AIR MAX DYNASTY,"218,40","273,00",44.5,barbati,2019-10-28 19:03:14.957142

NIKE,NIKE Pantofi sport NIKE AIR MAX FURY,"319,50","355,00",40,barbati,2019-10-28 19:03:16.642067

NIKE,NIKE Pantofi sport NIKE AIR MAX GRAVITON,"299,00","459,99",40,barbati,2019-10-28 19:03:18.523995

NIKE,NIKE Pantofi sport NIKE AIR MAX GRAVITON,"299,00","459,99",41,barbati,2019-10-28 19:03:20.370379

NIKE,NIKE Pantofi sport NIKE AIR MAX GRAVITON,"299,00","459,99",40,barbati,2019-10-28 19:03:21.907505

NIKE,NIKE Pantofi sport NIKE AIR MAX GRAVITON LEA,"469,99","469,99",40,barbati,2019-10-28 19:03:23.553547

NIKE,NIKE Pantofi sport NIKE AIR MAX INVIGOR MID,"291,20","416,00",40,barbati,2019-10-28 19:03:25.481709

NIKE,NIKE Pantofi sport NIKE AIR MAX INVIGOR PRINT,"279,00","279,00",44,barbati,2019-10-28 19:03:26.890683

NIKE,NIKE Pantofi sport NIKE AIR MAX INVIGOR SE,"294,00","294,00",43,barbati,2019-10-28 19:03:28.496659

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2,"248,20","292,00",42,barbati,2019-10-28 19:03:30.459070

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2,"247,52","272,00",40.5,barbati,2019-10-28 19:03:32.319080

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2,"294,00","489,99",41,barbati,2019-10-28 19:03:33.741553

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION LW SE,"270,00","270,00",40.5,barbati,2019-10-28 19:03:35.178108

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION LW SE,"270,00","270,00",40,barbati,2019-10-28 19:03:36.788878

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION RACER,"316,00","316,00",40,barbati,2019-10-28 19:03:38.438116

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION RACER,"339,99","339,99",40,barbati,2019-10-28 19:03:39.866679

NIKE,NIKE Pantofi sport NIKE AIR MAX NOSTALGIC,"246,59","274,00",40,barbati,2019-10-28 19:03:41.460776

NIKE,NIKE Pantofi sport NIKE AIR MAX NOSTALGIC,"274,00","274,00",40,barbati,2019-10-28 19:03:43.327539

NIKE,NIKE Pantofi sport NIKE AIR MAX OKETO,"221,99","369,99",41,barbati,2019-10-28 19:03:45.051729

NIKE,NIKE Pantofi sport NIKE AIR MAX OKETO,"221,99","369,99",40,barbati,2019-10-28 19:03:46.482001

NIKE,NIKE Pantofi sport NIKE AIR MAX PREMIERE RUN,"199,19","240,00",42,barbati,2019-10-28 19:03:48.059938

NIKE,NIKE Pantofi sport NIKE AIR MAX PRIME,"370,80","412,00",40,barbati,2019-10-28 19:03:49.633860

NIKE,NIKE Pantofi sport NIKE AIR MAX PRIME,"382,00","382,00",44,barbati,2019-10-28 19:03:54.444699

NIKE,NIKE Pantofi sport NIKE AIR MAX PRIME SL,"322,00","350,00",42,barbati,2019-10-28 19:03:56.290448

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3,"306,00","339,99",44,barbati,2019-10-28 19:03:57.731037

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3,"320,00","320,00",40.5,barbati,2019-10-28 19:03:59.312334

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3,"313,49","418,00",40,barbati,2019-10-28 19:04:00.862716

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3,"286,44","337,00",40,barbati,2019-10-28 19:04:02.568611

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3,"273,91","301,00",41,barbati,2019-10-28 19:04:04.286029

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3 PRM CMO,"270,59","330,00",40,barbati,2019-10-28 19:04:06.207355

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3 PRM VST,"301,00","301,00",40,barbati,2019-10-28 19:04:07.900199

